0	0	1	20210809
0	0	1	20210809
2	0	3	20210809
2	0	3	20210809
4	1	5	20210809
4	1	5	20210809
4	1	5	20210809
4	1	5	20210809
6	2	7	20210809
6	2	7	20210809
8	3	9	20210809
8	3	9	20210809
10	2	7	20210809
10	2	7	20210809
11	3	12	20210809
11	3	12	20210809
13	4	14	20210809
13	4	14	20210809
13	4	14	20210809
13	4	14	20210809
14	3	15	20210809
14	3	15	20210809
16	3	17	20210809
16	3	17	20210809
18	2	10	20210809
18	2	10	20210809
19	4	20	20210809
19	4	20	20210809
19	4	20	20210809
19	4	20	20210809
19	4	20	20210809
19	4	20	20210809
21	3	22	20210809
21	3	22	20210809
23	5	24	20210809
24	5	25	20210809
24	5	25	20210809
23	5	24	20210809
24	0	25	20210809
24	0	25	20210809
26	3	27	20210809
26	3	27	20210809
28	5	29	20210809
28	5	29	20210809
30	4	31	20210809
30	4	31	20210809
32	4	33	20210809
32	4	33	20210809
34	5	35	20210809
34	5	35	20210809
34	5	35	20210809
34	5	35	20210809
32	4	33	20210809
32	4	33	20210809
32	5	33	20210809
32	5	33	20210809
26	0	36	20210809
26	0	36	20210809
37	0	38	20210810
37	0	38	20210810
37	0	38	20210810
37	0	38	20210810
39	3	40	20210810
39	3	40	20210810
41	2	42	20210810
41	2	42	20210810
43	3	7	20210810
43	3	7	20210810
44	3	45	20210810
44	3	45	20210810
46	0	47	20210810
46	0	47	20210810
48	4	7	20210810
48	4	7	20210810
48	4	7	20210810
48	4	7	20210810
49	3	8	20210810
49	3	8	20210810
50	3	51	20210810
50	3	51	20210810
52	3	53	20210810
52	3	53	20210810
54	6	55	20210810
54	6	55	20210810
54	6	55	20210810
54	6	55	20210810
54	6	55	20210810
54	6	55	20210810
56	7	2	20210810
56	7	2	20210810
6	4	7	20210810
6	4	7	20210810
57	8	58	20210810
57	8	58	20210810
59	4	2	20210810
59	4	2	20210810
59	4	2	20210810
59	4	2	20210810
60	0	61	20210810
60	0	61	20210810
60	0	61	20210810
60	0	61	20210810
62	0	63	20210810
62	0	63	20210810
63	5	62	20210810
63	5	62	20210810
59	4	2	20210811
59	4	2	20210811
64	2	44	20210811
64	2	44	20210811
65	3	30	20210811
65	3	30	20210811
66	3	67	20210811
66	3	67	20210811
68	0	69	20210811
68	0	69	20210811
70	3	71	20210811
70	3	71	20210811
72	7	73	20210811
72	7	73	20210811
74	3	75	20210811
74	3	75	20210811
76	0	77	20210811
76	0	77	20210811
2	4	78	20210811
2	4	78	20210811
78	4	2	20210811
78	4	2	20210811
79	0	80	20210811
79	0	80	20210811
81	1	82	20210811
81	1	82	20210811
83	0	84	20210811
83	0	84	20210811
85	0	86	20210812
85	0	86	20210812
77	2	87	20210812
77	2	87	20210812
88	0	89	20210812
88	0	89	20210812
88	0	89	20210812
88	0	89	20210812
90	0	88	20210812
90	0	88	20210812
90	0	88	20210812
90	0	88	20210812
90	0	88	20210812
90	0	88	20210812
90	0	88	20210812
90	0	88	20210812
77	3	87	20210812
77	3	87	20210812
77	2	87	20210812
77	2	87	20210812
91	3	92	20210812
91	3	92	20210812
93	3	94	20210812
93	3	94	20210812
95	2	96	20210812
95	2	96	20210812
95	2	96	20210812
95	2	96	20210812
11	3	12	20210812
11	3	12	20210812
97	3	7	20210812
97	3	7	20210812
97	3	7	20210812
97	3	7	20210812
7	3	98	20210812
7	3	98	20210812
96	2	42	20210812
96	2	42	20210812
63	3	43	20210812
63	3	43	20210812
43	3	7	20210812
43	3	7	20210812
99	3	22	20210812
99	3	22	20210812
67	4	100	20210812
67	4	100	20210812
101	3	102	20210812
101	3	102	20210812
103	2	104	20210812
103	2	104	20210812
76	2	105	20210812
76	2	105	20210812
67	4	100	20210812
67	4	100	20210812
67	4	100	20210812
