0	1	0	20210809
0	1	0	20210809
2	3	0	20210809
2	3	0	20210809
4	5	1	20210809
4	5	1	20210809
4	5	1	20210809
4	5	1	20210809
6	7	2	20210809
6	7	2	20210809
8	9	3	20210809
8	9	3	20210809
10	7	2	20210809
10	7	2	20210809
11	12	3	20210809
11	12	3	20210809
13	14	4	20210809
13	14	4	20210809
13	14	4	20210809
13	14	4	20210809
14	15	3	20210809
14	15	3	20210809
16	17	3	20210809
16	17	3	20210809
18	10	2	20210809
18	10	2	20210809
19	20	4	20210809
19	20	4	20210809
19	20	4	20210809
19	20	4	20210809
19	20	4	20210809
19	20	4	20210809
21	22	3	20210809
21	22	3	20210809
23	24	5	20210809
24	25	5	20210809
24	25	5	20210809
23	24	5	20210809
24	25	0	20210809
24	25	0	20210809
26	27	3	20210809
26	27	3	20210809
28	29	5	20210809
28	29	5	20210809
30	31	4	20210809
30	31	4	20210809
32	33	4	20210809
32	33	4	20210809
34	35	5	20210809
34	35	5	20210809
34	35	5	20210809
34	35	5	20210809
32	33	4	20210809
32	33	4	20210809
32	33	5	20210809
32	33	5	20210809
26	36	0	20210809
26	36	0	20210809
37	38	0	20210810
37	38	0	20210810
37	38	0	20210810
37	38	0	20210810
39	40	3	20210810
39	40	3	20210810
41	42	2	20210810
41	42	2	20210810
43	7	3	20210810
43	7	3	20210810
44	45	3	20210810
44	45	3	20210810
46	47	0	20210810
46	47	0	20210810
48	7	4	20210810
48	7	4	20210810
48	7	4	20210810
48	7	4	20210810
49	8	3	20210810
49	8	3	20210810
50	51	3	20210810
50	51	3	20210810
52	53	3	20210810
52	53	3	20210810
54	55	6	20210810
54	55	6	20210810
54	55	6	20210810
54	55	6	20210810
54	55	6	20210810
54	55	6	20210810
56	2	7	20210810
56	2	7	20210810
6	7	4	20210810
6	7	4	20210810
57	58	8	20210810
57	58	8	20210810
59	2	4	20210810
59	2	4	20210810
59	2	4	20210810
59	2	4	20210810
60	61	0	20210810
60	61	0	20210810
60	61	0	20210810
60	61	0	20210810
62	63	0	20210810
62	63	0	20210810
63	62	5	20210810
63	62	5	20210810
59	2	4	20210811
59	2	4	20210811
64	44	2	20210811
64	44	2	20210811
65	30	3	20210811
65	30	3	20210811
66	67	3	20210811
66	67	3	20210811
68	69	0	20210811
68	69	0	20210811
70	71	3	20210811
70	71	3	20210811
72	73	7	20210811
72	73	7	20210811
74	75	3	20210811
74	75	3	20210811
76	77	0	20210811
76	77	0	20210811
2	78	4	20210811
2	78	4	20210811
78	2	4	20210811
78	2	4	20210811
79	80	0	20210811
79	80	0	20210811
81	82	1	20210811
81	82	1	20210811
83	84	0	20210811
83	84	0	20210811
85	86	0	20210812
85	86	0	20210812
77	87	2	20210812
77	87	2	20210812
88	89	0	20210812
88	89	0	20210812
88	89	0	20210812
88	89	0	20210812
90	88	0	20210812
90	88	0	20210812
90	88	0	20210812
90	88	0	20210812
90	88	0	20210812
90	88	0	20210812
90	88	0	20210812
90	88	0	20210812
77	87	3	20210812
77	87	3	20210812
77	87	2	20210812
77	87	2	20210812
91	92	3	20210812
91	92	3	20210812
93	94	3	20210812
93	94	3	20210812
95	96	2	20210812
95	96	2	20210812
95	96	2	20210812
95	96	2	20210812
11	12	3	20210812
11	12	3	20210812
97	7	3	20210812
97	7	3	20210812
97	7	3	20210812
97	7	3	20210812
7	98	3	20210812
7	98	3	20210812
96	42	2	20210812
96	42	2	20210812
63	43	3	20210812
63	43	3	20210812
43	7	3	20210812
43	7	3	20210812
99	22	3	20210812
99	22	3	20210812
67	100	4	20210812
67	100	4	20210812
101	102	3	20210812
101	102	3	20210812
103	104	2	20210812
103	104	2	20210812
76	105	2	20210812
76	105	2	20210812
67	100	4	20210812
67	100	4	20210812
67	100	4	20210812
67	100	4	20210812
106	107	4	20210812
106	107	4	20210812
106	107	4	20210812
106	107	4	20210812
108	109	9	20210812
108	109	9	20210812
76	6	2	20210812
76	6	2	20210812
110	111	7	20210812
110	111	7	20210812
110	111	7	20210812
110	111	7	20210812
112	113	7	20210812
112	113	7	20210812
114	115	0	20210812
114	115	0	20210812
88	89	0	20210812
88	89	0	20210812
116	7	5	20210812
116	7	5	20210812
106	107	0	20210812
106	107	0	20210812
106	107	0	20210812
106	107	0	20210812
106	107	0	20210812
106	107	0	20210812
88	89	0	20210812
88	89	0	20210812
6	117	0	20210812
6	117	0	20210812
27	6	2	20210813
27	6	2	20210813
6	118	4	20210813
6	118	4	20210813
3	14	6	20210813
3	14	6	20210813
3	14	4	20210813
3	14	4	20210813
42	119	3	20210813
42	119	3	20210813
120	93	3	20210813
120	93	3	20210813
121	122	3	20210813
121	122	3	20210813
6	10	3	20210813
6	10	3	20210813
3	2	3	20210813
3	2	3	20210813
123	124	3	20210813
123	124	3	20210813
123	124	5	20210813
123	124	5	20210813
125	6	5	20210813
6	125	3	20210813
125	6	4	20210813
125	6	4	20210813
6	125	3	20210813
125	6	5	20210813
125	6	5	20210813
6	125	5	20210813
125	6	3	20210813
125	6	3	20210813
125	6	5	20210813
6	125	5	20210813
126	127	5	20210813
126	127	5	20210813
128	129	0	20210813
128	129	0	20210813
128	129	4	20210813
128	129	4	20210813
53	1	0	20210813
53	1	0	20210813
53	1	4	20210813
53	1	4	20210813
130	131	4	20210813
130	131	4	20210813
130	131	4	20210813
130	131	4	20210813
29	132	4	20210813
29	132	4	20210813
29	132	4	20210813
29	132	4	20210813
133	134	2	20210813
133	134	2	20210813
135	136	10	20210813
135	136	10	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
135	136	4	20210813
137	138	5	20210813
137	138	5	20210813
139	111	7	20210813
139	111	7	20210813
139	111	11	20210813
139	111	11	20210813
139	111	7	20210813
139	111	7	20210813
118	6	8	20210813
118	6	8	20210813
118	6	11	20210813
118	6	11	20210813
118	6	11	20210813
118	6	11	20210813
140	141	4	20210813
140	141	4	20210813
142	7	5	20210813
142	7	5	20210813
143	144	9	20210813
143	144	9	20210813
145	146	4	20210814
145	146	0	20210814
145	146	4	20210814
145	146	0	20210814
6	118	6	20210814
6	118	6	20210814
6	118	6	20210814
118	6	6	20210814
6	118	3	20210814
6	118	3	20210814
118	6	6	20210814
6	118	6	20210814
145	146	0	20210814
145	146	0	20210814
6	118	11	20210814
6	118	10	20210814
6	118	11	20210814
6	118	10	20210814
118	6	11	20210814
118	6	11	20210814
145	146	0	20210815
145	146	0	20210815
147	148	4	20210815
147	148	4	20210815
149	150	3	20210816
149	150	3	20210816
151	152	8	20210816
151	152	8	20210816
120	153	0	20210816
120	153	0	20210816
145	96	0	20210816
145	96	0	20210816
154	149	4	20210816
154	149	4	20210816
155	71	4	20210816
155	71	4	20210816
156	157	8	20210816
156	157	8	20210816
27	7	2	20210816
27	7	2	20210816
97	7	2	20210816
97	7	2	20210816
118	6	11	20210816
118	6	11	20210816
118	6	5	20210816
118	6	5	20210816
97	7	2	20210816
97	7	2	20210816
158	159	2	20210816
158	159	2	20210816
158	159	2	20210816
158	159	2	20210816
160	96	2	20210816
160	96	2	20210816
161	6	2	20210816
161	6	2	20210816
161	6	5	20210816
161	6	5	20210816
161	6	5	20210816
161	6	5	20210816
7	97	2	20210816
7	97	2	20210816
118	6	2	20210816
118	6	2	20210816
162	72	7	20210816
162	72	7	20210816
6	118	6	20210816
6	118	6	20210816
163	164	5	20210816
163	164	5	20210816
145	165	11	20210816
145	165	11	20210816
145	165	1	20210816
145	165	1	20210816
166	167	3	20210816
166	167	3	20210816
120	93	2	20210816
120	93	2	20210816
168	169	2	20210816
168	169	2	20210816
168	169	11	20210816
168	169	11	20210816
7	97	2	20210816
7	97	2	20210816
7	97	9	20210816
7	97	9	20210816
168	169	4	20210816
168	169	4	20210816
168	169	11	20210816
168	169	11	20210816
165	145	5	20210816
165	145	5	20210816
170	171	4	20210816
170	171	4	20210816
149	172	3	20210816
149	172	3	20210816
118	6	2	20210816
118	6	12	20210816
118	6	12	20210816
118	6	2	20210816
173	174	0	20210816
173	174	0	20210816
8	175	3	20210817
8	175	3	20210817
146	145	0	20210817
146	145	0	20210817
98	176	8	20210817
98	176	8	20210817
177	178	0	20210817
177	178	0	20210817
27	7	5	20210817
27	7	5	20210817
7	43	2	20210817
7	43	2	20210817
97	7	2	20210817
97	7	2	20210817
118	6	11	20210817
118	6	11	20210817
118	6	2	20210817
118	6	2	20210817
179	7	3	20210817
179	7	3	20210817
173	180	4	20210817
173	180	4	20210817
181	182	2	20210817
181	182	2	20210817
183	99	2	20210817
183	99	2	20210817
76	184	4	20210817
76	184	4	20210817
185	186	5	20210817
185	186	5	20210817
185	186	4	20210817
185	186	4	20210817
187	72	5	20210817
187	72	5	20210817
188	189	5	20210817
188	189	5	20210817
